Text1,Text2,Label
onde achar teclado gamer,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,0.1
cacatua,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,0.1
maquina lavar electrolux,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
caderno universitario 10 materia,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
cabo vela,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,1.0
cafeina black skull,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
flecha,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
pulseira ouro italiano,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
fogao lenha,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,1.0
oleo cozinha soya,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,0.1
saco dormir,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,0.1
mascara reconstrucao capilar,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,1.0
cinto ralph lauren,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
carro toyota,veiculo automotor incluir carro moto,1.0
borracha escolar,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,0.1
geladeira Samsung,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
gel sexo oral,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
cadeira praia dobravel,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
travesseiro espuma viscoelastico,artigo voltar presente viagem incluir mala guia turistico lembranca kit viagem item personalizar cartoes comemorativo flor,0.1
fogao 4 boca electrolux,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,0.1
cerveja artesanal amarga,variedade bebida alcoolico vinho cerveja artesanal destilar whisky vodka kit preparo drink ideal festa ocasioes especial,1.0
lingerie cristal,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
jogo talher tramontina,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,0.1
capinha xiaomi,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
secadora roupa,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
metronometro mecanico Wittner,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,1.0
penis borracha realistico,variedade bebida alcoolico vinho cerveja artesanal destilar whisky vodka kit preparo drink ideal festa ocasioes especial,0.1
kimono jiu-jitsu,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
telefone celular,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
palheta limpador para-brisa,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,1.0
fritadeira oleo,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
fone gamer jbl quantum 800,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,1.0
Chevrolet equinox premier,veiculo automotor incluir carro moto,1.0
molho tomate,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,0.1
Balde praia pas,produto voltar publico adulto brinquedo sexual jogo adulto,0.1
Motorola edge 40,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
cortador unha,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,0.1
Caixa organizador plastico,veiculo automotor incluir carro moto,0.1
lente nikon,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,1.0
caneta gel colorido Glitter,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
ventilador teto,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
livro crime castigo,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
chicote Pelucia,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
suplemento creatina,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,1.0
bilboque,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
massa pronto pizza,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,1.0
livro 1984,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
pijama,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,0.1
onde compro suporte pra tv,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,0.1
camera seguranca wi-fi,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,0.1
mamadeira anti-colico,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
ventilador portatil,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,0.1
bolo pote,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,1.0
pastilha freio,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
onde encontro bicicleta ergometrico,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,1.0
preciso ar-condicionado split promocao,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,0.1
busco grade ferro janela,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
lata vintager refrigerante famoso,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,1.0
licor fruta tropical,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
secador cabelo,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
bracelete pedra misto,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
cafeteira expresso nespresso,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,0.1
camera Streaming,vestuario diferentes ocasioe roupa casual formal esportiva alir acessorio bolsa cinto lenco,0.1
procurer oculo sol ray-ban masculino,suplemento vitaminico produto natural aparelho medicao termometro balanca item pratica atividade fisico relaxamento remedio,0.1
tablet amazon fire,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
piscina inflavel pequeno,produto voltar publico adulto brinquedo sexual jogo adulto,0.1
rato albino,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
piano digital casio,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,0.1
vestir,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
impressora multifuncional hp,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,0.1
mouse gamer,variedade bebida alcoolico vinho cerveja artesanal destilar whisky vodka kit preparo drink ideal festa ocasioes especial,0.1
onde encontro pao frances fresquinho,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,1.0
cartolina branco grandona,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
jaqueta patagonio,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,1.0
onde poder comprar maquina lavar,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
miniatura arquitetura,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,1.0
bermuda,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,0.1
shampoo matizador loira,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,1.0
prateleira decorativo suporte,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,0.1
cadeira gamer thunderx3,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
mochila escolar,produto basico arroz feijao massa item mercearia snack alimento congelar dia dia situacoes emergencial,0.1
jogo toalha,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,0.1
headset gamer logitech g733,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,1.0
kit semente,produto basico arroz feijao massa item mercearia snack alimento congelar dia dia situacoes emergencial,1.0
brinco prata jade,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
livro arte,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
pen drive 64 gb,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
Caixa chocolate sortir,bombons barra chocolate trufa doce gourmet bala artesanal kit presente opcoes celebracoes aniversario,1.0
onde comprar colar perola,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
decoracao festa infantil,variedade bebida alcoolico vinho cerveja artesanal destilar whisky vodka kit preparo drink ideal festa ocasioes especial,0.1
onde encontro churrasqueira Carvao,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
estatueta porcelano,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,0.1
cadeira gamer dxracer,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,1.0
cacador dragoes,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
relogio orient,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
sabonete liquido hidratante,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,0.1
painel solar fotovoltaico,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
capa notebooks design,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
Balde plastico 20l,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
jogo lencois 100 algodao,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,0.1
mousepad gamer xxl,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,1.0
camera polaroid,produto basico arroz feijao massa item mercearia snack alimento congelar dia dia situacoes emergencial,0.1
onde encontro televisao 4k,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,0.1
ventilador teto,artigo voltar presente viagem incluir mala guia turistico lembranca kit viagem item personalizar cartoes comemorativo flor,0.1
carrinho beber,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
procurar sapato social masculino,bombons barra chocolate trufa doce gourmet bala artesanal kit presente opcoes celebracoes aniversario,0.1
suporte vela decorativo,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,1.0
colar Riviera diamante,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
carregador celular,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
Martelo,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,0.1
colar ouro branco rubi,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
volkswagen jetta gli,veiculo automotor incluir carro moto,1.0
tapete sala grande,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
spray pneu pretinho,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,1.0
brinco platina diamante,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
farinha aveia integral,suplemento vitaminico produto natural aparelho medicao termometro balanca item pratica atividade fisico relaxamento remedio,1.0
notebook lenovo,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,0.1
barraca brinquedo tema floresta,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,1.0
fantasia erotico,vestuario diferentes ocasioe roupa casual formal esportiva alir acessorio bolsa cinto lenco,0.1
buscar conjunto panela inox,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,0.1
racao grain-free cao,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,1.0
corrente bicicleta,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,0.1
onde encontro poltrona reclinavel,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
mala viagem,produto basico arroz feijao massa item mercearia snack alimento congelar dia dia situacoes emergencial,0.1
jogo cyberpunk 2077,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,1.0
controle remoto,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
sanduicheira eletrico poder encontrar em este loja,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,0.1
rato albino,vestuario diferentes ocasioe roupa casual formal esportiva alir acessorio bolsa cinto lenco,0.1
fogao 4 boca,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
vender cal hidraulico em este loja,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
chave torx jogo completo,Chaves fenda furadeira kit reparo ferramenta eletrico manual construcao bricolagem manutencao domestico,1.0
procurar confeito colorir,bombons barra chocolate trufa doce gourmet bala artesanal kit presente opcoes celebracoes aniversario,1.0
suzuki hayabusa esportivo,veiculo automotor incluir carro moto,1.0
encontro tapete decorativo em este loja,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,0.1
drone fotografia,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,0.1
onde espelho grande,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
aspirador po dyson,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
caneta tinteiro,peixe fresco fruto mar opcoes congelar embalada vacuo produto gourmet caviar salmao defumar,0.1
produto cuidado pele masculino,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,1.0
tenis vans,produto basico arroz feijao massa item mercearia snack alimento congelar dia dia situacoes emergencial,0.1
cadeira dobravel camping,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,1.0
onde camiseta esportivo,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,0.1
azulejo,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,0.1
balanca cozinha digital,artigo esportivo bola raquete acessorio academia roupa esportiva equipamento esporte outdoor escalada ciclismo,0.1
palheta guitarra dunlop,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,1.0
fazer venda maquina lavar roupa,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,0.1
onde encontro geladeira,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
replico arma videogame,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,1.0
perfume feromonio,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
livro historia mundo pressa Emma Marriott,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
gongo oriental Bronze,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,1.0
barrar estabilizadora,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,1.0
martelo Carpinteiro,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,0.1
lindt,bombons barra chocolate trufa doce gourmet bala artesanal kit presente opcoes celebracoes aniversario,1.0
oculo leitura armacao moderno,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,1.0
card raro anime,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,1.0
oculo sol ray-ban,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,1.0
cinto,vestuario diferentes ocasioe roupa casual formal esportiva alir acessorio bolsa cinto lenco,1.0
Merluza,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,0.1
letra 3d papel decoracao,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,1.0
pim tematico evento esportivo,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,1.0
kit semente,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,0.1
livro autoajuda,livro fisico e-books revista hqs material educativo guia tecnico estudo entretenimento literario,1.0
estojo grande pra botar lapis tudo,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
bateria automotivo 60ah,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,1.0
oculo sol grande,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,1.0
desodorante masculino old Spice,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,0.1
bolo caseiro decorar,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
onde com si bola futebol nike,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,0.1
ventilador mesa,peixe fresco fruto mar opcoes congelar embalada vacuo produto gourmet caviar salmao defumar,0.1
guirlanda flor natural,artigo voltar presente viagem incluir mala guia turistico lembranca kit viagem item personalizar cartoes comemorativo flor,1.0
Caixa som bluetooth,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,0.1
gel termico excitante,produto voltar publico adulto brinquedo sexual jogo adulto,1.0
bola basquete,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,0.1
peixe congelar,peixe fresco fruto mar opcoes congelar embalada vacuo produto gourmet caviar salmao defumar,1.0
massa pizza integral disponivel aqui,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,1.0
jogo panela tramontina,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,0.1
suplemento ferro,suplemento vitaminico produto natural aparelho medicao termometro balanca item pratica atividade fisico relaxamento remedio,1.0
abajur luz led amarela,veiculo automotor incluir carro moto,0.1
notebook msi,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
tenis nike,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,0.1
lava-loucas compacto,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
cha gelar,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,1.0
tira led decorativo,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,1.0
caixinha musica antigo,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,1.0
maquina costura portatil,veiculo automotor incluir carro moto,0.1
quadro cortica pra botar lembrete,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
kit ferramenta Stanley,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,0.1
tv sony,smartphone acessorio cases fone ouvido smartwatche carregador portatel dispositivo inteligente casa assistente virtual camera seguranca,1.0
Mamadeira,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,0.1
cartucho game boy,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,1.0
preciso luminario,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,0.1
bateria eletronico roland,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,1.0
protetor solar bebes,variedade bebida alcoolico vinho cerveja artesanal destilar whisky vodka kit preparo drink ideal festa ocasioes especial,0.1
crepe doce nutella morango,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,1.0
onde comprar bicicleta aro 29 suspensao,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,0.1
saco cimento 50 kg,veiculo automotor incluir carro moto,0.1
colar ouro cravejar,relogio luxo colar anel ouro prata pulseira pedra precioso acessorio sofisticar evento formal uso cotidiano,1.0
regua decorar,produto voltar publico adulto brinquedo sexual jogo adulto,0.1
maca,peixe fresco fruto mar opcoes congelar embalada vacuo produto gourmet caviar salmao defumar,0.1
esfiha,paes fresco pizza pre-assadas bolo torta produto artesanal cafe sobremeso,1.0
topper personalizado cupcake,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,1.0
racao premium gato,racoes brinquedo pet cama coleira roupa acessorio cao gato outro animal estimacao,1.0
cimento branco,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
colchao solteiro ortopedico,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,0.1
colchao Casal,console videogame controle headsets cadeira gamer jogo diferentes plataforma pc playstation xbox,0.1
livro receita italiano,produto destinar colecionador figura acao selo moeda quadrinho raro item historico comumente vender loja especializar feira tematico,0.1
chocolate quente chantilly,baloe paineis decorativo item tematico casamento aniversario luminaria bandeirola vela acessorio transformar ambiente festa ocasioes especial,0.1
ferro passar roupa,cafe premium cha exotico refrigerante salgadinho sobremesa congelar alimento pronto consumo rapido cafeteria food trucks,0.1
onde encontro estante tv,camera dslr lente tripe filtro mochilas equipamento acessorio fotografo amadores profissional,0.1
oculo sol estilo gatinho,oculo grau sol armacoes lente contato acessorio estojo produto limpeza lente,1.0
livro terror,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,0.1
caneta preto nao borrar,caderno lapis caneta mochila escolar item escritorio grampeador post-it alir papel especial trabalho artistico academico,1.0
cama box,movel utensilio domestico item decorativo produto limpeza acessorio organizacao manutencao casa,1.0
plataforma elevacao,tinta cimento ferramenta construcao material reforma piso azulejo equipamento protecao individual,1.0
cadeira balanco,filtro oleo pastilha freio vela ignicao acessorio personalizacao automotiva peca reposicao veiculo leve pesar,0.1
saxofone alto yamaha,violoes teclado microfone pedal efeito suporte acessorio corda afinador voltar musico iniciante profissional,1.0
torradeira,Chaves fenda furadeira kit reparo ferramenta eletrico manual construcao bricolagem manutencao domestico,0.1
onde encontro kit magica infantil,produto crianca boneca jogo tabuleiro brinquedo educativo pelucia kit arte incentir criatividade aprendizado ludico,1.0
perfume boticario,cosmetico perfume item skincare produto capilar kit autocuidado diferente tipo pele cabelo,1.0
