Text1,Text2,Label
preciso de um fogão 4 bocas,saúde e bem-estar,0.1
tubo de pvc,materiais de construção,1.0
relógio rolex submariner,esportes e fitness,0.1
espremedor de frutas,produtos alimentícios básicos,0.1
onde acho barraca de camping nesta região?,materiais de construção,0.1
câmera leica,instrumentos musicais,0.1
violino 4/4 completo com case,instrumentos musicais,1.0
iscas de tilápia,peixaria e pescados,1.0
procuro material para calçada,flores e plantas,0.1
onde comprar peças para moto honda cg?,livros e materiais literários,0.1
vasos de planta com autoirrigação,casa e decoração,1.0
notebook hp,instrumentos musicais,0.1
tripé para fotografia,bebidas alcoólicas,0.1
onde comprar um par de tênis para academia?,moda e acessórios,1.0
onde tem uma churrasqueira elétrica?,casa e decoração,1.0
fritadeira sem óleo,eletrônicos e gadgets,1.0
onde tem loja de portas prontas,flores e plantas,0.1
purificador de água,ferramentas e equipamentos,0.1
forno elétrico para assar pão,eletrodomésticos,1.0
kit de quebra-cabeça 3d,itens para adultos como brinquedos sexuais,0.1
onde encontro cadeira herman miller aeron,moda e acessórios,1.0
onde encontrar armário para banheiro?,eletrônicos e gadgets,0.1
flores artificiais pendentes para eventos,decoração para festas,1.0
carne bovina,produtos alimentícios básicos,1.0
óleo para motor castrol,peças e acessórios automotivos,1.0
relógio zenith pilot,joias e bijuterias,1.0
lava-louças inox,eletrodomésticos,1.0
chave de impacto,ferramentas e equipamentos,1.0
livro o corcunda de notre-dame victor hugo,livros e materiais literários,1.0
biscoito,materiais de construção,0.1
barraca de camping 4 pessoas,saúde e bem-estar,0.1
relógio tommy hilfiger,joias e bijuterias,1.0
caixa de bombom nestlé,veículos automotores incluindo carros e motos,0.1
batom mac,beleza e autocuidado,1.0
piscina inflável infantil,saúde e bem-estar,0.1
mouse gamer logitech g502,livros e materiais literários,0.1
máquina de cortar cabelo,comidas rápidas e fastfood,0.1
mesa de centro,casa e decoração,1.0
óculos de grau,papelaria e escritório,0.1
vinho chileno,produtos alimentícios básicos,1.0
vinho chileno,bebidas alcoólicas,1.0
suplemento creatina,produtos alimentícios básicos,0.1
bicicleta caloi,papelaria e escritório,0.1
cesta de roupas sujas,óculos e itens para oculos,0.1
jogo de panelas antiaderentes em promoção,comidas rápidas e fastfood,0.1
fotografias originais de celebridades,itens de coleção,1.0
procurando pão de leite macio,padaria e confeitaria,1.0
lingerie com cristais,itens para adultos como brinquedos sexuais,1.0
equipamento para esportes radicais,esportes e fitness,1.0
mesa de sinuca,flores e plantas,0.1
vendem tênis adidas nessa loja de festas?,decoração para festas,0.1
gin com hibisco,bebidas alcoólicas,1.0
carregador iphone,produtos alimentícios básicos,0.1
suporte de monitor duplo,casa e decoração,0.1
pão de forma sem glúten,padaria e confeitaria,1.0
lixeira para cozinha,eletrônicos e gadgets,0.1
como comprar uma cadeira gamer?,doces e chocolates,0.1
tênis salomon,esportes e fitness,1.0
borracha escolar,saúde e bem-estar,0.1
chuteira puma,livros e materiais literários,0.1
orgulho e preconceito,livros e materiais literários,1.0
máquina de waffles antiaderente,eletrodomésticos,1.0
máquina de lavar louça bosch,eletrônicos e gadgets,1.0
lentes de aumento para leitura,óculos e itens para oculos,1.0
cubo mágico,peças e acessórios automotivos,0.1
azeitona,brinquedos e jogos educativos,0.1
licor baileys preço,bebidas alcoólicas,1.0
gel estimulante feminino soft love,itens para adultos como brinquedos sexuais,1.0
quero comprar uma luminária de teto moderna,peças e acessórios automotivos,0.1
soprador a gás,ferramentas e equipamentos,1.0
organizador para porta-malas,peças e acessórios automotivos,1.0
terno masculino,moda e acessórios,1.0
guardanapos estampados para festas,decoração para festas,1.0
cadeira de praia,brinquedos e jogos educativos,0.1
óculos esportivos com proteção uv,bebidas alcoólicas,0.1
termostato para aquário,eletrônicos e gadgets,0.1
baquetas de madeira vic firth,instrumentos musicais,1.0
geladeira frost free,itens de coleção,0.1
arena beyblade,brinquedos e jogos educativos,1.0
onde posso comprar um sofá de canto?,livros e materiais literários,0.1
onde tem croissant de chocolate,padaria e confeitaria,1.0
pó compacto translúcido vult,beleza e autocuidado,1.0
papel higiênico,produtos alimentícios básicos,1.0
controlador de console,eletrônicos e gadgets,1.0
maine coon,flores e plantas,0.1
lanterna de cabeça para obras,ferramentas e equipamentos,1.0
tem bombons de licor?,doces e chocolates,1.0
comprar arroz integral,bebidas alcoólicas,0.1
toalha de praia grande,bebidas alcoólicas,0.1
tênis asics,livros e materiais literários,0.1
vieira,produtos alimentícios básicos,1.0
lego star wars,itens para adultos como brinquedos sexuais,0.1
ps5,instrumentos musicais,0.1
colar de ametista lapidada,joias e bijuterias,1.0
máscara sensual de couro,itens para adultos como brinquedos sexuais,1.0
artigos de iluminação,produtos alimentícios básicos,1.0
cadeado,brinquedos e jogos educativos,0.1
kit de calibrador de pneus digital,peças e acessórios automotivos,1.0
cadeiras de balanço disponíveis para compra?,decoração para festas,0.1
cerveja artesanal para churrasco,bebidas alcoólicas,1.0
tablet huawei,brinquedos e jogos educativos,0.1
grampeador que aguenta papel grosso,papelaria e escritório,1.0
óculos de sol guess,óculos e itens para oculos,1.0
notebook lenovo thinkpad,beleza e autocuidado,0.1
é possível comprar um vestido de festa aqui?,materiais de construção,0.1
óculos de mergulho,moda e acessórios,0.1
tem frango congelado para vender aqui?,livros e materiais literários,0.1
cajón peruano acústico,instrumentos musicais,1.0
onde comprar perfumes importados?,produtos para pets e animais domésticos,0.1
frigideira antiaderente,saúde e bem-estar,0.1
capacete,comidas rápidas e fastfood,0.1
calculadora científica,peixaria e pescados,0.1
batom vermelho matte,eletrodomésticos,0.1
espelhos de corpo inteiro,casa e decoração,1.0
tem tênis nike air force 1,moda e acessórios,1.0
espada de esgrima,esportes e fitness,1.0
luminária de cabeceira,eletrônicos e gadgets,0.1
kits de chá da tarde,padaria e confeitaria,1.0
televisão 4k,peixaria e pescados,0.1
vinho branco,produtos alimentícios básicos,1.0
laranja,moda e acessórios,0.1
onde encontro whisky johnnie walker,bebidas alcoólicas,1.0
tênis de corrida,óculos e itens para oculos,0.1
relógio longines feminino,joias e bijuterias,1.0
tênis de caminhada,esportes e fitness,1.0
prancha de surfe profissional,eletrodomésticos,0.1
sofá retrátil e reclinável,saúde e bem-estar,0.1
ovos,brinquedos e jogos educativos,0.1
frango,eletrônicos e gadgets,0.1
réplicas de veículos históricos,itens de coleção,1.0
banoffee pie,comidas rápidas e fastfood,1.0
pedra ardósia,beleza e autocuidado,0.1
colchão ortopédico,padaria e confeitaria,0.1
halteres de ferro,esportes e fitness,0.1
pão caseiro,padaria e confeitaria,1.0
chocolate amargo premium,itens de coleção,0.1
preciso de uma mesa de escritório com gavetas,peças e acessórios automotivos,0.1
frappuccino para viagem,comidas rápidas e fastfood,1.0
cadeira de escritório ergonômica,esportes e fitness,0.1
mesa de jantar de madeira maciça,flores e plantas,0.1
onde vende bicicletas para adultos?,peças e acessórios automotivos,0.1
pó solto para selar maquiagem,beleza e autocuidado,1.0
tem capa pra smartphone samsung,eletrônicos e gadgets,1.0
cartão cinza 18%,fotografia,1.0
latas vintage de refrigerantes famosos,itens de coleção,1.0
capacete para moto,óculos e itens para oculos,0.1
brinquedo interativo para cães,produtos para pets e animais domésticos,0.1
ar condicionado lg,esportes e fitness,0.1
onde encontro panela de pressão,brinquedos e jogos educativos,0.1
buscando chocolates com embalagem temática,doces e chocolates,1.0
bermuda billabong,peças e acessórios automotivos,0.1
câmera nikon,produtos alimentícios básicos,0.1
óculos de sol redondos,comidas rápidas e fastfood,0.1
headset gamer corsair void rgb elite,consoles e jogos,1.0
bulldog francês,produtos alimentícios básicos,0.1
escova de pelo para gatos,produtos para pets e animais domésticos,1.0
preciso de doces com coco ralado,doces e chocolates,1.0
jogo call of duty: modern warfare ii,consoles e jogos,1.0
cinto de couro,consoles e jogos,0.1
bonecos clássicos de desenhos animados,itens de coleção,1.0
livro o monge e o executivo james c. hunter,livros e materiais literários,1.0
monitor dell,brinquedos e jogos educativos,0.1
relógio de parede decorativo,eletrodomésticos,0.1
honda city sedan novo,veículos automotores incluindo carros e motos,1.0
procurando uma churrasqueira elétrica,comidas rápidas e fastfood,0.1
cerveja de trigo alemã,bebidas alcoólicas,1.0
a quinta montanha,livros e materiais literários,1.0
teclado mecânico gamer redragon,decoração para festas,0.1
procurando balas de gelatina,doces e chocolates,1.0
jaqueta de couro,peças e acessórios automotivos,0.1
licor importado,comidas rápidas e fastfood,0.1
kit de maquiagem,peças e acessórios automotivos,0.1
óculos de leitura magnéticos,óculos e itens para oculos,1.0
carteira,produtos alimentícios básicos,0.1
onde encontrar exaustor de cozinha?,eletrodomésticos,1.0
camiseta,produtos alimentícios básicos,0.1
tava querendo um soprador térmico,ferramentas e equipamentos,1.0
creme para estrias bio-oil,saúde e bem-estar,1.0
manopla de câmbio esportiva,peças e acessórios automotivos,1.0
luvas de esqui,papelaria e escritório,0.1
revólver de brinquedo,brinquedos e jogos educativos,1.0
marcador de texto amarelo,papelaria e escritório,1.0
jaqueta de couro,moda e acessórios,1.0
ar condicionado lg,eletrônicos e gadgets,1.0
atum,itens para adultos como brinquedos sexuais,0.1
pilhas para controle remoto,produtos alimentícios básicos,1.0
relógio rolex,eletrônicos e gadgets,0.1
onde comprar um colchão king size?,peças e acessórios automotivos,0.1
carvão,materiais de construção,1.0
doces finos para festas infantis,fotografia,0.1
pc gamer,eletrônicos e gadgets,1.0
cajado de caminhada,esportes e fitness,1.0
bolsa para câmera profissional,fotografia,1.0
biscoito de polvilho tradicional,produtos alimentícios básicos,1.0
camiseta com estampa de dinossauro,itens para adultos como brinquedos sexuais,0.1
balde de gelo metálico,eletrodomésticos,0.1
pulseira de ouro italiano,joias e bijuterias,1.0
aspirador de pó,livros e materiais literários,0.1
cama ortobom,casa e decoração,1.0
smartwatch ticwatch,eletrônicos e gadgets,1.0
bandana para pets,produtos para pets e animais domésticos,1.0
canetinha hidrográfica 12 cores,papelaria e escritório,1.0
preciso de uma panela de arroz,joias e bijuterias,0.1
pão doce,padaria e confeitaria,1.0
panetone bauducco,padaria e confeitaria,1.0
onde encontro amêndoas confeitadas?,doces e chocolates,1.0
golden retriever,moda e acessórios,0.1
condicionador para pets,produtos para pets e animais domésticos,1.0
conjunto de algemas e venda,itens para adultos como brinquedos sexuais,1.0
camisinha com textura,itens para adultos como brinquedos sexuais,1.0
suporte para óculos de carro,óculos e itens para oculos,1.0
pipoca,produtos alimentícios básicos,0.1
mochila nike,brinquedos e jogos educativos,0.1
vela aromática comestível,itens para adultos como brinquedos sexuais,1.0
buscando uma mochila para notebook,doces e chocolates,0.1
pulseira de prata,joias e bijuterias,1.0
livro de mistério,livros e materiais literários,1.0
onde tem uma cama box,fotografia,0.1
lenços umedecidos antissépticos,saúde e bem-estar,1.0
comprar areia para reboco,flores e plantas,0.1
máquina de costura singer tradition,moda e acessórios,1.0
bonecos colecionáveis de filmes,itens de coleção,1.0
termostato para aquário,produtos para pets e animais domésticos,1.0
procuro loja de material escolar completo,instrumentos musicais,0.1
escapamento esportivo,peças e acessórios automotivos,1.0
secador de roupas,ferramentas e equipamentos,0.1
caneca térmica stanley,esportes e fitness,0.1
blusa de frio,brinquedos e jogos educativos,0.1
escudo de treino,moda e acessórios,0.1
carro peugeot 208,brinquedos e jogos educativos,0.1
comprar estojo escolar,bebidas alcoólicas,0.1
quero comprar bombons recheados,doces e chocolates,1.0
quero comprar celular samsung novo,instrumentos musicais,0.1
piano de cauda,produtos alimentícios básicos,0.1
refrigerador lg,moda e acessórios,0.1
caixa de ferramentas completa,decoração para festas,0.1
armação de óculos feminina,óculos e itens para oculos,1.0
bolo caseiro de fubá,decoração para festas,0.1
relógio tag heuer,papelaria e escritório,0.1
gravata,instrumentos musicais,0.1
pelúcia gigante de urso,eletrodomésticos,0.1
onde tem papel cartão azul pra cartaz?,papelaria e escritório,1.0
caderno de caligrafia infantil,papelaria e escritório,1.0
sapato schutz,casa e decoração,0.1
chumbador químico,materiais de construção,1.0
sardinha fresca,peixaria e pescados,1.0
livro nunca deixe de tentar ronda rousey,livros e materiais literários,1.0
mosquetão,produtos alimentícios básicos,0.1
encontro pão integral com sementes aqui?,padaria e confeitaria,1.0
tinta para parede,consoles e jogos,0.1
tapete antiderrapante infantil,itens de coleção,0.1
câmera mirrorless compacta,bebidas alcoólicas,0.1
procuro material para fundação,flores e plantas,0.1
tapete de crochê artesanal,saúde e bem-estar,0.1
fritadeira airfryer,moda e acessórios,0.1
bases para arranjos de mesa,decoração para festas,1.0
onde encontro cortinas blackout?,livros e materiais literários,0.1
rum escuro para drinks,bebidas alcoólicas,1.0
cafeteira nespresso,esportes e fitness,0.1
kokedama,beleza e autocuidado,0.1
vinho cabernet sauvignon,brinquedos e jogos educativos,0.1
tem queijo parmesão,produtos alimentícios básicos,1.0
cachepôs decorativos para festas,decoração para festas,1.0
bola de basquete,consoles e jogos,0.1
cafeteira nespresso,eletrônicos e gadgets,1.0
mesa dobrável para varanda,itens de coleção,0.1
cocker spaniel,beleza e autocuidado,0.1
"livro ""o corcunda de notre-dame"" victor hugo",livros e materiais literários,1.0
paleta de sombras,saúde e bem-estar,1.0
british shorthair,papelaria e escritório,0.1
onde encontro um aspirador de pó,fotografia,0.1
cola,papelaria e escritório,1.0
fita de led para interior de carro,peças e acessórios automotivos,1.0
encontro sedan em automóveis?,veículos automotores incluindo carros e motos,1.0
chopp artesanal delivery,bebidas alcoólicas,1.0
produtos para cuidados com cabelos cacheados,beleza e autocuidado,1.0
vinho casillero del diablo,produtos alimentícios básicos,1.0
acordeon 8 baixos infantil,instrumentos musicais,1.0
agenda de couro preta,eletrodomésticos,0.1
sanduíche natural,materiais de construção,0.1
acordeon 48 baixos sonelli,instrumentos musicais,1.0
tinta esmalte sintético,materiais de construção,1.0
câmera compacta para iniciantes,padaria e confeitaria,0.1
garrafa térmica,óculos e itens para oculos,0.1
toalha de banho,peças e acessórios automotivos,0.1
almofadas personalizadas,casa e decoração,0.1
captopril 25mg,saúde e bem-estar,1.0
caixa de lápis de cor faber-castell,papelaria e escritório,1.0
alicate de pressa,ferramentas e equipamentos,1.0
monitor de computador,padaria e confeitaria,0.1
tinta para carimbo azul,papelaria e escritório,1.0
onde compro creme antirrugas,ferramentas e equipamentos,0.1
suporte para smartphone,fotografia,1.0
cortinas de estrelas para festas,decoração para festas,1.0
chocolate com laranja perto de mim,veículos automotores incluindo carros e motos,0.1
vinho casillero del diablo,brinquedos e jogos educativos,0.1
pão sírio integral,padaria e confeitaria,1.0
sabão em pó omo,veículos automotores incluindo carros e motos,0.1
vinho francês,esportes e fitness,0.1
preciso de caixa de gordura,flores e plantas,0.1
onde tem chapéu de praia,ferramentas e equipamentos,0.1
disco diamantado 110mm,materiais de construção,1.0
óculos de sol estilo aviador,óculos e itens para oculos,1.0
hyundai hb20 revisado,veículos automotores incluindo carros e motos,1.0
jaqueta de couro legítimo,saúde e bem-estar,0.1
preciso de bombons com amendoim,doces e chocolates,1.0
cadeira gamer thunderx3,brinquedos e jogos educativos,0.1
arranhador para gatos,casa e decoração,0.1
televisão lg,eletrônicos e gadgets,1.0
réplicas de aviões da segunda guerra mundial,itens de coleção,1.0
sunga,moda e acessórios,1.0
réplicas de guitarras de músicos icônicos,itens de coleção,1.0
banco de trabalho,brinquedos e jogos educativos,0.1
kit de maquiagem sephora,esportes e fitness,0.1
escova de dentes,produtos alimentícios básicos,0.1
tem shampoo anticaspa para cabelo seco?,padaria e confeitaria,0.1
kit de acampamento infantil,brinquedos e jogos educativos,1.0
lingerie sensual,itens para adultos como brinquedos sexuais,1.0
onde vende pizza marguerita congelada?,padaria e confeitaria,1.0
fita isolante,beleza e autocuidado,0.1
cimento branco,brinquedos e jogos educativos,0.1
preciso de pregos e parafusos diversos,flores e plantas,0.1
onde tem açougue com carne mais barata,instrumentos musicais,0.1
poodle,casa e decoração,0.1
tapete kapazi,casa e decoração,1.0
posta de dourado,peixaria e pescados,1.0
relógio de pulso feminino,óculos e itens para oculos,0.1
óculos de sol com lente de grau,óculos e itens para oculos,1.0
decorações suspensas de papel,decoração para festas,1.0
tênis esportivo,moda e acessórios,1.0
cafeteira expresso,materiais de construção,0.1
onde encontro amplificador fender,instrumentos musicais,1.0
forno elétrico 60 litros,eletrodomésticos,1.0
câmera dslr,eletrônicos e gadgets,1.0
whey isolado iso100,saúde e bem-estar,1.0
jaqueta corta-vento,esportes e fitness,1.0
jaqueta de esqui impermeável,eletrodomésticos,0.1
preciso de pao de queijo fresco,padaria e confeitaria,1.0
ibuprofeno 200mg,saúde e bem-estar,1.0
tem jóias com diamantes,joias e bijuterias,1.0
livro de poesia moderna,livros e materiais literários,1.0
bolo de casamento decorado,padaria e confeitaria,1.0
vela de ignição,materiais de construção,0.1
onde encontro um carregador de celular?,eletrônicos e gadgets,1.0
caixa decorativa para chocolates,fotografia,0.1
pote hermético para alimentos,consoles e jogos,0.1
tijolo maciço,beleza e autocuidado,0.1
pingente de safira,doces e chocolates,0.1
boneco articulado de ação,itens para adultos como brinquedos sexuais,0.1
livro de aventuras juvenis,itens para adultos como brinquedos sexuais,0.1
caixa organizadora de plástico,produtos para pets e animais domésticos,0.1
onde tem um espelho grande,fotografia,0.1
tem carregador de notebook para vender?,comidas rápidas e fastfood,0.1
porquinho da índia,brinquedos e jogos educativos,0.1
bloco de fichas pautadas,papelaria e escritório,1.0
chuteira puma,esportes e fitness,1.0
onde tem sorvete de pistache,ferramentas e equipamentos,0.1
decoração com balões metalizados,decoração para festas,1.0
preciso de barras de chocolate com alto teor de cacau,doces e chocolates,1.0
cintos de segurança para cães,produtos para pets e animais domésticos,0.1
bongô de madeira natural,instrumentos musicais,1.0
capa de chuva,moda e acessórios,0.1
cadeiras de escritório ergonômicas,decoração para festas,0.1
batom vermelho,beleza e autocuidado,1.0
conjuntos de talheres de aço inox,casa e decoração,1.0
buquê de rosas,joias e bijuterias,1.0
onde comprar flores artificiais,bebidas alcoólicas,0.1
ninho para pássaros,produtos para pets e animais domésticos,1.0
óculos de proteção para esportes aquáticos,óculos e itens para oculos,1.0
prancha de cabelo gama italy,livros e materiais literários,0.1
tapete para yoga antiderrapante,veículos automotores incluindo carros e motos,0.1
pacote de arroz,materiais de construção,0.1
azeitona,produtos alimentícios básicos,0.1
boneca com acessórios de cozinha,brinquedos e jogos educativos,1.0
jogo de dados sensuais,itens para adultos como brinquedos sexuais,1.0
carro toyota etios,brinquedos e jogos educativos,0.1
poodle,produtos para pets e animais domésticos,1.0
onde encontro um violão para iniciantes?,instrumentos musicais,1.0
compressor de ar para pneus,peças e acessórios automotivos,1.0
massajador,itens para adultos como brinquedos sexuais,1.0
peixe serra,peixaria e pescados,1.0
lapis preto,papelaria e escritório,1.0
pão doce com frutas,padaria e confeitaria,1.0
shampoo antiqueda para cabelos femininos,beleza e autocuidado,1.0
pneu aro 16,peças e acessórios automotivos,1.0
posta de cação,peixaria e pescados,1.0
brinquedo interativo para gatos,produtos para pets e animais domésticos,1.0
brinco de pérolas barrocas,joias e bijuterias,1.0
caneca personalizada para presente,eletrodomésticos,0.1
bicicleta schwinn,esportes e fitness,1.0
preciso de uma plaina elétrica urgente,ferramentas e equipamentos,1.0
vinho tinto reserva,bebidas alcoólicas,1.0
roupa zara,moda e acessórios,1.0
lente 35mm sigma,fotografia,1.0
martelo,produtos alimentícios básicos,0.1
óculos de proteção para carpinteiro,óculos e itens para oculos,1.0
tablet samsung,padaria e confeitaria,0.1
corretivo em fita retrátil,papelaria e escritório,1.0
balões metalizados em forma de coração,decoração para festas,1.0
ferro de passar roupa a vapor,veículos automotores incluindo carros e motos,0.1
onde comprar saboneteira de vidro,bebidas alcoólicas,0.1
onde compro ventiladores portáteis,casa e decoração,1.0
notebook toshiba,casa e decoração,0.1
slime neon,brinquedos e jogos educativos,1.0
colcha king size de algodão,produtos para pets e animais domésticos,0.1
óculos de sol oakley,moda e acessórios,1.0
relógio garmin forerunner à venda aqui?,livros e materiais literários,0.1
serrote,materiais de construção,1.0
mexilhão cozido,peixaria e pescados,1.0
argamassa,papelaria e escritório,0.1
agenda anual personalizada,papelaria e escritório,1.0
alguém sabe onde vende paçocas rolha?,doces e chocolates,1.0
vinho malbec argentino,bebidas alcoólicas,1.0
quero chocolates sem lactose,doces e chocolates,1.0
folhas de eva com glitter,papelaria e escritório,1.0
onde comprar anel de platina?,joias e bijuterias,1.0
preciso de um kit de ferramentas básico,doces e chocolates,0.1
smartphone pixel,padaria e confeitaria,0.1
organizador para gavetas,flores e plantas,0.1
filtro de ar para motor,peças e acessórios automotivos,1.0
armação de grau,óculos e itens para oculos,1.0
onde acho pente pra gatos,produtos para pets e animais domésticos,1.0
cartões de agradecimento decorativos,decoração para festas,1.0
sanduicheira,casa e decoração,1.0
tava procurando uma cama box,joias e bijuterias,0.1
mortadela,brinquedos e jogos educativos,0.1
armação de grau para idade avançada,óculos e itens para oculos,1.0
papel crepom para decoração,decoração para festas,1.0
perfume masculino,óculos e itens para oculos,0.1
como comprar uma serra circular?,comidas rápidas e fastfood,0.1
tênis de corrida,brinquedos e jogos educativos,0.1
piano,brinquedos e jogos educativos,0.1
jaqueta impermeável,moda e acessórios,1.0
tênis nike air max,papelaria e escritório,0.1
bolos temáticos infantis,padaria e confeitaria,1.0
cabo hdmi,óculos e itens para oculos,0.1
onde acho tapete persa,doces e chocolates,0.1
sanduíche natural,peças e acessórios automotivos,0.1
ar condicionado,flores e plantas,0.1
tablet samsung,eletrônicos e gadgets,1.0
jaqueta corta-vento esportiva,eletrodomésticos,0.1
balões de festa em cores metálicas,bebidas alcoólicas,0.1
fantasia de bruxa,decoração para festas,1.0
refrigerador lg,eletrônicos e gadgets,1.0
onde posso encontrar uma máquina de lavar,joias e bijuterias,0.1
rack para console,casa e decoração,0.1
shampoo anticaspa,peixaria e pescados,0.1
console de videogame portátil,veículos automotores incluindo carros e motos,0.1
peixe porquinho,peixaria e pescados,1.0
fazem venda de máquina de lavar roupas?,decoração para festas,0.1
bolsa michael kors,casa e decoração,0.1
conjunto de talheres para camping,consoles e jogos,0.1
roupão de super-heróis infantil,brinquedos e jogos educativos,1.0
cortador de madeira circular,ferramentas e equipamentos,1.0
kit de maquiagem maybelline,beleza e autocuidado,1.0
legumes frescos,produtos alimentícios básicos,1.0
refrigerador,casa e decoração,1.0
azeite,brinquedos e jogos educativos,0.1
cofre digital portátil,produtos para pets e animais domésticos,0.1
gravata,moda e acessórios,1.0
onde tem capa pra notebook,doces e chocolates,0.1
flight simulator xbox,consoles e jogos,1.0
jaqueta helly hansen,moda e acessórios,1.0
fritadeiras elétricas,eletrônicos e gadgets,1.0
pitbull,produtos para pets e animais domésticos,1.0
tv 50 polegadas 4k,eletrônicos e gadgets,1.0
cervejas artesanais,saúde e bem-estar,1.0
churrasqueira portátil a carvão,veículos automotores incluindo carros e motos,0.1
pão de forma,padaria e confeitaria,0.1
action figure do homem-aranha,itens de coleção,1.0
