Text1,Text2,Label
chapeu aniversario Infantis,decoracao festa,1.0
compro ventilador teto,eletronico gadget,0.1
querer comprar celular samsung barato,material construcao,0.1
kit maquiagem mac,beleza autocuidado,1.0
barril chopp,console jogo,0.1
busco baguete artesanal,padaria confeitaria,1.0
jogo panela tramontina,papelaria escritorio,0.1
sabao po omo,veiculo automotor incluir carro moto,0.1
onde poder comprar lente grande angular,fotografia,1.0
medidor distancia laser,material construcao,1.0
kit solda,beleza autocuidado,0.1
procuro perfume importar masculino,padaria confeitaria,0.1
onde achar pizza congelar quatro queijo,padaria confeitaria,1.0
calca adir,moda acessorio,1.0
parafusadeira eletrico,ferramenta equipamento,1.0
oculo sol luxo,oculo item oculo,1.0
Munguza doce canela,comida rapido fastfood,1.0
onde poder comprar cafeteira nespresso,livro material literario,0.1
onde encontro oculo grau,oculo item oculo,1.0
sofa reclinavel,console jogo,0.1
Atum,produto alimenticio basico,1.0
coquetel pina colar pronto,bebida alcoolico,1.0
telefone celular,brinquedo jogo educativo,0.1
onde encontro aspirador po,fotografia,0.1
Canivete,esporte fitness,1.0
celular huawei,brinquedo jogo educativo,0.1
mesa jantar Madeira,casa decoracao,1.0
colar ouro quartzo,joia bijuterio,1.0
argamassa polimerico,moda acessorio,0.1
raquete wilson,esporte fitness,1.0
ferro passar,peixaria pescado,0.1
oculo sol polarizar,oculo item oculo,1.0
caranguejo desfiar,peixaria pescado,1.0
roupao,moda acessorio,1.0
queijo,produto alimenticio basico,1.0
porta-sabonete liquido decorar,item colecao,0.1
barbeador eletrico masculino,veiculo automotor incluir carro moto,0.1
Furadeira bancada,ferramenta equipamento,1.0
preciso pao queijo Fresco,padaria confeitaria,1.0
pasta organizadoro a4,eletrodomestico,0.1
onde poder comprar fogao 4 boca,fotografia,0.1
onde encontro tenis,fotografia,0.1
borracha,papelaria escritorio,1.0
protetor solar sundown fps 50,decoracao festa,0.1
camiseta casual,saude bem-estar,0.1
boneco funko pop,casa decoracao,0.1
vela tema floral,decoracao festa,1.0
onde poder comprar secador cabelo,joia bijuterio,0.1
onde comprar blush creme,beleza autocuidado,1.0
porta vidro temperar,presente viagem,0.1
colar perola,moda acessorio,0.1
maquina costura,produto alimenticio basico,0.1
esposo,decoracao festa,0.1
refrigerante,produto alimenticio basico,1.0
plug anal,casa decoracao,0.1
vinho frances bordeaux,bebida alcoolico,1.0
onde encontro caixa organizador,fotografia,0.1
onde comprar tapete grande,eletronico gadget,0.1
baixo fender 4 corda,instrumento musical,1.0
camarao,produto alimenticio basico,1.0
colar perola,eletronico gadget,0.1
sardinha fresco,peixaria pescado,1.0
pistola cola quente,eletronico gadget,0.1
avental infantil pintura,item adulto,0.1
aminoacido essencial essential nutrition,casa decoracao,0.1
argamassa,papelaria escritorio,0.1
volvo xc60 hibrido,veiculo automotor incluir carro moto,1.0
tomate,casa decoracao,0.1
termogenico lipo 6,casa decoracao,0.1
lata vintager refrigerante famoso,item colecao,1.0
onde encontro cerveja artesanal ipa,bebida alcoolico,1.0
cesta piquenique,oculo item oculo,0.1
rack console,brinquedo jogo educativo,0.1
toyota corolla gli,veiculo automotor incluir carro moto,1.0
drone autel,beleza autocuidado,0.1
cerveja Stout encorpar,bebida alcoolico,1.0
pacote arroz integral,produto alimenticio basico,1.0
encordoamento guitarra ernie ball,instrumento musical,1.0
mesa escritorio,produto alimenticio basico,0.1
ford ka 2021,papelaria escritorio,0.1
lapis preto,material construcao,0.1
tablet amazon fire,eletronico gadget,1.0
loja material escada aluminio,material construcao,1.0
peixe guppy,acessorio pet,1.0
mascara mergulho profissional,eletrodomestico,0.1
bola volei,bebida alcoolico,0.1
assento sanitario aquecimento,material construcao,0.1
camiseta polo masculino,eletrodomestico,0.1
disco rigido externo 1 tb,acessorio pet,0.1
perfume frances,beleza autocuidado,1.0
compro Churrasqueira eletrico,eletronico gadget,0.1
querer comprar madeira telhado,presente viagem,0.1
fone cancelamento ruido,eletrodomestico,0.1
creme antissinal rosto l'oreal,beleza autocuidado,1.0
bola futebol nike,veiculo automotor incluir carro moto,0.1
anel solitario platina,joia bijuterio,1.0
bolo aniversario tema personalizar,decoracao festa,0.1
procurar barra chocolate premium,doce chocolate,1.0
onde comprar micro-ondas,fotografia,0.1
onde poder comprar tenis corrida,joia bijuterio,0.1
sapato social masculino,saude bem-estar,0.1
purificador agua brastemp,casa decoracao,1.0
disco freio,material construcao,0.1
perfume chanel,material construcao,0.1
cadeira gamer,brinquedo jogo educativo,0.1
kit cultivo flor comestiveis,presente viagem,1.0
preciso mesa escritorio gaveta,peca acessorio automotivo,0.1
coquetil pronto festa,bebida alcoolico,1.0
oculo 3d cinema,oculo item oculo,1.0
onde poder comprar secador cabelo,ferramenta equipamento,0.1
tenis corrida asics,presente viagem,0.1
j'adore,beleza autocuidado,1.0
liquidificador,casa decoracao,1.0
tinta neon arte urbano,material construcao,0.1
fichario argola divisoria,papelaria escritorio,1.0
caibro madeira tratar,material construcao,1.0
cadeira ergonomico gamer,casa decoracao,1.0
fiat siena seminovo,veiculo automotor incluir carro moto,1.0
folha papel colorir tamanho a4,papelaria escritorio,1.0
onde kit ferramenta,joia bijuterio,0.1
onde encontro luva boxe,padaria confeitaria,0.1
disco vinil jazz raro,item colecao,1.0
poder encontrar fechadura porta em este loja,material construcao,1.0
toalha banho,peca acessorio automotivo,0.1
bola futebol,beleza autocuidado,0.1
cabos monitor audio,instrumento musical,1.0
lacto,doce chocolate,1.0
pulseira algema,item adulto,1.0
armacao grau quadrar preta,oculo item oculo,1.0
lampada inteligente rgb,acessorio pet,0.1
base maquiagem mac,acessorio pet,0.1
carrinho controle remoto,brinquedo jogo educativo,1.0
Egeo masculino bomb,beleza autocuidado,1.0
ver pao frances quentinho,instrumento musical,0.1
pia granito cozinha,presente viagem,0.1
fritadeira airfryer,moda acessorio,0.1
vodka sabor limao,bebida alcoolico,1.0
sapato salto,brinquedo jogo educativo,0.1
tapete antiderrapante,peca acessorio automotivo,0.1
fritadeira eletrico,eletronico gadget,1.0
travesseiro viscoelastico,item colecao,0.1
limao,beleza autocuidado,0.1
ventilador mesa arno,saude bem-estar,0.1
cadeira escritorio,casa decoracao,1.0
ferramenta multifuncional leatherman,esporte fitness,0.1
action figure personagem jogo,console jogo,1.0
relogio luxo cravejar diamante,joia bijuterio,1.0
controle dualshock 4 ps4,console jogo,1.0
preciso alicate universal,material construcao,1.0
Bugatti chiron pur sport,veiculo automotor incluir carro moto,1.0
grill eletrico,console jogo,0.1
mortadela defumar,peixaria pescado,0.1
blusa zar,moda acessorio,1.0
smartwatch amazfit,item colecao,0.1
cupcakes tematico,joia bijuterio,0.1
kit semente,presente viagem,1.0
balanca digital,casa decoracao,1.0
fone bluetooth,eletronico gadget,1.0
onde encontro forno eletrico,brinquedo jogo educativo,0.1
baloe decorativo personalizar,decoracao festa,1.0
cafeteira expresso,eletronico gadget,1.0
cadeira balanco,console jogo,0.1
preco botijao gas barato,instrumento musical,0.1
trena 5 metro,ferramenta equipamento,1.0
racao gourmet gato,acessorio pet,1.0
aquecedor portatil,acessorio pet,0.1
micro-ondas electrolux,livro material literario,0.1
onde poder comprar televisao 55 polegada,joia bijuterio,0.1
som jbl,moda acessorio,0.1
filtro agua torneira,beleza autocuidado,0.1
fantoche animal teatro,brinquedo jogo educativo,1.0
capa xbox serie premium,console jogo,1.0
vodka saborizar,fotografia,0.1
onde loja material drenagem,presente viagem,0.1
cafeina black skull,papelaria escritorio,0.1
cadeira praia mor,papelaria escritorio,0.1
Caixa organizador plastico,eletrodomestico,0.1
creme hidratante nivea,saude bem-estar,1.0
tenis nike air forcer 1,moda acessorio,1.0
lanterna traseiro saveiro,peca acessorio automotivo,1.0
pneu bicicleta aro 29,item adulto,0.1
truta,peca acessorio automotivo,0.1
raquete tenis,esporte fitness,1.0
cortina Blackout,beleza autocuidado,0.1
cadeira balanco madeira,item colecao,0.1
livro receita fit,comida rapido fastfood,0.1
vela decorativo bolo,decoracao festa,1.0
oleo corporal beijavel,item adulto,1.0
coleira pra cachorro onde encontro,acessorio pet,1.0
livro game of throne,livro material literario,1.0
camisa polo,moda acessorio,1.0
controle xbox elite series 2,console jogo,1.0
mochila nike,brinquedo jogo educativo,0.1
preciso jogo panela,casa decoracao,1.0
tablet 10 polegada,eletronico gadget,1.0
kit panela antiaderente vender,livro material literario,0.1
ventilador arno,eletronico gadget,1.0
pulseira ouro esmeralda,joia bijuterio,1.0
bolsa feminino,produto alimenticio basico,0.1
fantasia erotico policial,item adulto,1.0
cama box casal ortobom,livro material literario,0.1
relogio bolso,item colecao,1.0
maquina lavar roupa lg,eletronico gadget,1.0
peixe guppy,beleza autocuidado,0.1
tenis skate adolescente,eletrodomestico,0.1
lanterna tatico militar,saude bem-estar,0.1
jaqueta columbio,papelaria escritorio,0.1
canaleta pvc,material construcao,1.0
pa,beleza autocuidado,0.1
caneta gel colorir,item adulto,0.1
teclado musical casio,saude bem-estar,0.1
estante livro compacta,item colecao,0.1
onde encontro ventilador,fotografia,0.1
tenis corrida masculino 42,papelaria escritorio,0.1
colchao inflavel piscina,item adulto,0.1
telha,produto alimenticio basico,0.1
paum integral,produto alimenticio basico,1.0
placa identificacao automotiva,peca acessorio automotivo,1.0
cadeira escritorio cavaletti,papelaria escritorio,0.1
guarda-sol portatil,item colecao,0.1
ar-condicionado split lg,acessorio pet,0.1
boia inflavel piscina,item colecao,0.1
caderno decorar,item adulto,0.1
vaso suculenta variar,presente viagem,1.0
livro filho eterno,livro material literario,1.0
impressora brother,casa decoracao,0.1
trena digital precisaor,veiculo automotor incluir carro moto,0.1
colchao casal,bebida alcoolico,0.1
vaso barro artesanal,casa decoracao,0.1
arranjo flor tropical,presente viagem,1.0
ford bronco Wildtrak,veiculo automotor incluir carro moto,1.0
tijolo baiano,papelaria escritorio,0.1
colchao Casal,peixaria pescado,0.1
jogo panela tramontina,instrumento musical,0.1
alicate eletricista,ferramenta equipamento,1.0
ferro galvanizar,material construcao,1.0
playstation 5,eletronico gadget,1.0
espremedor fruta,eletronico gadget,1.0
bolo fuba coco,comida rapido fastfood,1.0
tenis vans,produto alimenticio basico,0.1
caneca termico,casa decoracao,1.0
frigideira antiaderente,saude bem-estar,0.1
pistola pulverizador,material construcao,1.0
cortador grama promocao,doce chocolate,0.1
capa banco carro,peca acessorio automotivo,1.0
Azeitona,produto alimenticio basico,0.1
tritao chine,casa decoracao,0.1
berco,papelaria escritorio,0.1
gin hibisco,bebida alcoolico,1.0
piscina cao,acessorio pet,1.0
onde encontro guitarra eletrico,instrumento musical,1.0
notebook asus,papelaria escritorio,0.1
jaqueta,moda acessorio,1.0
torradeira inox,eletrodomestico,1.0
controle elite series 2 xbox,console jogo,1.0
perfume gato,acessorio pet,1.0
bicicleta infantil aro 20,veiculo automotor incluir carro moto,0.1
bandeirinha colorir festa junina,decoracao festa,1.0
liquidificador philips,oculo item oculo,0.1
compro travessa vidro,eletronico gadget,0.1
anel ouro branco rubi,joia bijuterio,1.0
patim in-line adulto,eletrodomestico,0.1
pascoa,casa decoracao,0.1
cha verde sache,saude bem-estar,1.0
onde comprar lava seca,eletrodomestico,1.0
Relogio garmin forerunner,decoracao festa,0.1
jaquetas jeans,brinquedo jogo educativo,0.1
caneca termico Stanley,esporte fitness,0.1
pompoarismo iniciante,item adulto,1.0
jogo cama 100 algodao,eletrodomestico,0.1
whisky Black label,peca acessorio automotivo,0.1
oculo sol espelhar,oculo item oculo,1.0
alicate corte,comida rapido fastfood,0.1
camiseta estampa dinossauro,item adulto,0.1
sorvete seriguelo,comida rapido fastfood,1.0
sacola termico,ferramenta equipamento,0.1
mochila viagem,beleza autocuidado,0.1
pintura corporal,beleza autocuidado,0.1
fantasia super-heroi,decoracao festa,1.0
paralama traseiro,peca acessorio automotivo,1.0
argamassa ceramico encontro aqui,material construcao,1.0
lapis cor biodegradavel,papelaria escritorio,1.0
cozinha americano,produto alimenticio basico,0.1
tablet amazon,livro material literario,0.1
shampoo anticaspa,peixaria pescado,0.1
cadeira Gaming,brinquedo jogo educativo,0.1
bola futebol nike,decoracao festa,0.1
smartwatch ticwatch,eletronico gadget,1.0
livro receita,brinquedo jogo educativo,0.1
aspirador po Electrolux,esporte fitness,0.1
cachecol zarar,moda acessorio,1.0
protese silicone macio,item adulto,1.0
teclado rgb,eletronico gadget,1.0
dinossauro robotico andar,brinquedo jogo educativo,1.0
peixe molinesia,acessorio pet,1.0
flor lavanda fresco,presente viagem,1.0
teclado mecanico gamer,acessorio pet,0.1
cerveja artesanal importar,padaria confeitaria,0.1
computador acer,eletronico gadget,1.0
romance policial,oculo item oculo,0.1
escovar alisador,oculo item oculo,0.1
onde encontrar camera fotografico,fotografia,1.0
hilux 2018,veiculo automotor incluir carro moto,1.0
mochila laptop gamer,papelaria escritorio,0.1
guarda-roupa,produto alimenticio basico,0.1
cacador dragoes,livro material literario,1.0
jogo panela antiaderente,console jogo,0.1
onde comprar pulseira diamante,joia bijuterio,1.0
File alcatra,peixaria pescado,0.1
espresso descafeinar,comida rapido fastfood,1.0
shaker suplemento,esporte fitness,1.0
guarda-chuva vogue,eletronico gadget,0.1
tabletr apple ipad pro,esporte fitness,0.1
whey protein gold standard,brinquedo jogo educativo,0.1
parafuso,comida rapido fastfood,0.1
mochila personagem animar,item adulto,0.1
kit ferramenta,ferramenta equipamento,1.0
oculo grau design moderno,oculo item oculo,1.0
cafe mochar chantilly,comida rapido fastfood,1.0
filtro combustivel,peca acessorio automotivo,1.0
guitarra ibanez,instrumento musical,1.0
tenis esportivo nike,padaria confeitaria,0.1
churrasqueira eletrico,peca acessorio automotivo,0.1
teclado mecanico corsair,console jogo,1.0
cartaz vintager propaganda antigo,item colecao,1.0
refrigerador duplex electrolux,decoracao festa,0.1
geladeira frost Free brastemp,esporte fitness,0.1
fogao,casa decoracao,0.1
agasalho,produto alimenticio basico,0.1
maquina lavar electrolux,eletronico gadget,1.0
chave fenda bosch,ferramenta equipamento,1.0
chave roda,ferramenta equipamento,1.0
vinho tinto seco,fotografia,0.1
sabonete,saude bem-estar,0.1
oculo leitura tamanho compacto,oculo item oculo,1.0
estatueta personagem game,item colecao,1.0
onde encontro kit limpeza camera,fotografia,1.0
arroz 5 kg,produto alimenticio basico,1.0
tablet Samsung,padaria confeitaria,0.1
tartaruga tigre d'aguar,papelaria escritorio,0.1
suplemento vitaminico,saude bem-estar,1.0
faixa alongamento,esporte fitness,1.0
tablet lg,eletronico gadget,1.0
jardim vertical,moda acessorio,0.1
geladeira side by side,eletrodomestico,1.0
broca concreto,beleza autocuidado,0.1
tabletr ipad,instrumento musical,0.1
televisao philips,brinquedo jogo educativo,0.1
shampoo pantene,saude bem-estar,1.0
placa boas-vinda personalizado,decoracao festa,1.0
teclado musical,esporte fitness,0.1
protetor auricular musico,instrumento musical,1.0
rebolo pagode gope,instrumento musical,1.0
correia dentar contitech saveiro,peca acessorio automotivo,1.0
mascara monstro,decoracao festa,1.0
kit lamina barbear,beleza autocuidado,1.0
lente 35 mm Sigma,fotografia,1.0
bomba encher pneu portatil,console jogo,0.1
mochila,beleza autocuidado,0.1
colar perola natural,joia bijuterio,1.0
onde poder comprar abajur,ferramenta equipamento,0.1
gin tanqueray promocao,bebida alcoolico,1.0
sidra artesanal maca verde,bebida alcoolico,1.0
pre-hormonal m-stak,brinquedo jogo educativo,0.1
rolo fita adesiva,peca acessorio automotivo,0.1
pao preto,padaria confeitaria,1.0
lenco umedecir pet,acessorio pet,1.0
passaro diamante mandarim,moda acessorio,0.1
ps5 horizon forbidden West,console jogo,1.0
relogio iwc schaffhausen,joia bijuterio,1.0
adesivo decorativo carro,peca acessorio automotivo,1.0
suporte headset gamer,console jogo,1.0
Bayonetta 3 nintendo switch,console jogo,1.0
notebook alienware,casa decoracao,0.1
onde encontro secador cabelo,joia bijuterio,0.1
onde vender pizza marguerita congelar,padaria confeitaria,1.0
chapeu,eletronico gadget,0.1
fogao industrial,papelaria escritorio,0.1
placa decorativo retro,item colecao,1.0
bicicleta eletrico urbano,esporte fitness,0.1
lencois cetim king size,item colecao,0.1
filtro lente camera,bebida alcoolico,0.1
fone ouvir,brinquedo jogo educativo,0.1
procurar confeito colorir,doce chocolate,1.0
bolo red velvet,comida rapido fastfood,1.0
Caixa ferramenta,presente viagem,0.1
armacao grau fino,oculo item oculo,1.0
estojo barato pra menino,papelaria escritorio,1.0
kit barbear gillette,acessorio pet,0.1
ventilador coluna potente,eletrodomestico,1.0
parafusadeira,brinquedo jogo educativo,0.1
travesseiro viscoelastico,casa decoracao,1.0
boneca pano,brinquedo jogo educativo,1.0
monitor gamer dell S2721dgf,console jogo,1.0
bola volei mikasa,esporte fitness,1.0
colchao Casal,console jogo,0.1
luminario mesa led,item colecao,0.1
periquito australiano,acessorio pet,1.0
camera,eletronico gadget,1.0
carregador notebook vender,comida rapido fastfood,0.1
microfone shotgun,fotografia,1.0
batom,beleza autocuidado,1.0
moto yamahar tenere 700,padaria confeitaria,0.1
caderno desenho capa durar,papelaria escritorio,1.0
sonic frontier xbox serie,console jogo,1.0
camisa esportivo,material construcao,0.1
procuro material fundacao,presente viagem,0.1
tenis casual adir,esporte fitness,0.1
mini climatizador portatil,eletrodomestico,1.0
onde encontro Smartphone,joia bijuterio,0.1
rolo massa,papelaria escritorio,0.1
arranhador gato,casa decoracao,0.1
nintendo switch online 1 ano,console jogo,1.0
chocolate branco perto eu,doce chocolate,1.0
relogio rolex,joia bijuterio,1.0
sela cavalo,esporte fitness,1.0
pulseira pingente ouro,joia bijuterio,1.0
fita adesiva decorativar,papelaria escritorio,1.0
conjunto panela tramontina,livro material literario,0.1
laptop dell,instrumento musical,0.1
onde compro caneca personalizar,item colecao,1.0
garrafa termico Stanley,brinquedo jogo educativo,0.1
telha ceramica em este loja,material construcao,1.0
shampoo matizador loira,beleza autocuidado,1.0
planta artificial decorativa,presente viagem,0.1
Egeo bomb Black,beleza autocuidado,1.0
roupa zaro,moda acessorio,1.0
livro lar srta peregrine crianca peculiar,livro material literario,1.0
violao acustico yamaha,saude bem-estar,0.1
bateria celular,eletronico gadget,1.0
squeeze aluminio personalizar,presente viagem,1.0
caneta,papelaria escritorio,1.0
jogo the legend of zelda breath of the Wild,console jogo,1.0
cimbalo orquestra Sabian,instrumento musical,1.0
onde comprar lustre moderno,eletronico gadget,0.1
edredom king size,acessorio pet,0.1
tenis casual puma,bebida alcoolico,0.1
almofar estampa animal,item adulto,0.1
comprimir probiotico,saude bem-estar,1.0
jogo domino educativo,brinquedo jogo educativo,1.0
Samsung galaxy a54,eletronico gadget,1.0
racao tartaruga,eletronico gadget,0.1
livro coracao treva,livro material literario,1.0
areiar gato,material construcao,0.1
ventilador teto arno,acessorio pet,0.1
whey isolar iso100,moda acessorio,0.1
mochila,moda acessorio,1.0
placa captura elgato hd60,console jogo,1.0
carregador celular,eletronico gadget,1.0
palheta personalizado foto,instrumento musical,1.0
trator brinquedo,item adulto,0.1
tinta quadro branco azul,papelaria escritorio,1.0
colar perola akoya,joia bijuterio,1.0
moletom nike,produto alimenticio basico,0.1
onde encontro ventilador teto,casa decoracao,1.0
pulseira ouro,joia bijuterio,1.0
plaquinha photo booth,decoracao festa,1.0
oleo motor sintetico,peca acessorio automotivo,1.0
bolsa couro feminino,eletrodomestico,0.1
cabide veludo antideslizante,veiculo automotor incluir carro moto,0.1
violao,instrumento musical,1.0
tenis esportivo,moda acessorio,1.0
hilux 2012,papelaria escritorio,0.1
camera instantanea polaroid,acessorio pet,0.1
relogio classico,produto alimenticio basico,0.1
bateria litio dslr,fotografia,1.0
bola interativo caes,acessorio pet,1.0
afinador profissional peterson,instrumento musical,1.0
pao hot dog,padaria confeitaria,1.0
milkshake fruta vermelho,comida rapido fastfood,1.0
bolo tematico infantil,padaria confeitaria,1.0
akita,acessorio pet,1.0
onde encontro assadeira grande,acessorio pet,0.1
vinho neozelandes,brinquedo jogo educativo,0.1
onde achar tapete persa,doce chocolate,0.1
honda cb 500x,veiculo automotor incluir carro moto,1.0
creme dental pet,acessorio pet,1.0
shampoo cachorro,acessorio pet,1.0
jaqueta couro inverno encontro aqui,material construcao,0.1
jogo montar robo,brinquedo jogo educativo,1.0
kit cha presente,presente viagem,1.0
jaleco,eletronico gadget,0.1
tapete antiderrapante,console jogo,0.1
lanterna emergencia carro,peca acessorio automotivo,1.0
copo termico,beleza autocuidado,0.1
volante logitech G29 ps5,console jogo,1.0
livro alquimista,casa decoracao,0.1
onde compro mochila escolar resistente,papelaria escritorio,1.0
aqui vender pizza vegetariano congelar,padaria confeitaria,1.0
bacalhau lasca,peixaria pescado,1.0
Smartphone,eletronico gadget,1.0
gin nacional artesanal,bebida alcoolico,1.0
freezer,ferramenta equipamento,0.1
pao Multigraos,padaria confeitaria,1.0
kit ferramenta infantil,brinquedo jogo educativo,1.0
tapete persa,produto alimenticio basico,0.1
onde espelho grande,fotografia,0.1
lancheira compartimento,item adulto,0.1
livro poder habito Charles Duhigg,livro material literario,1.0
baloe festa tematico,decoracao festa,1.0
placa video,casa decoracao,0.1
smart speaker google em est,item colecao,0.1
vitamina c,saude bem-estar,1.0
tabua passar roupa,material construcao,0.1
desodorante ambiente eletrico,eletrodomestico,1.0
chinelo rider,livro material literario,0.1
chave catraco manual onde vender,ferramenta equipamento,1.0
sofa retratilr,beleza autocuidado,0.1
vela aromatico,casa decoracao,1.0
fogao lenha,esporte fitness,1.0
onde achar ar-condicionado split inverter,padaria confeitaria,0.1
canetinha colorido durar,papelaria escritorio,1.0
escapamento esportivo,peca acessorio automotivo,1.0
moeda antigo prata,item colecao,1.0
encontro oculo sol ray-ban em este loja,decoracao festa,0.1
suporte monitor duplo,moda acessorio,0.1
fralda pamper,produto alimenticio basico,1.0
Smartphone vivar,padaria confeitaria,0.1
sabonete liquido pele sensivel,beleza autocuidado,1.0
casinha montar crianca,brinquedo jogo educativo,1.0
sofa couro,beleza autocuidado,0.1
quadro branco,beleza autocuidado,0.1
gaiola passaro,casa decoracao,0.1
violao takamine,instrumento musical,1.0
console playstation,brinquedo jogo educativo,0.1
livro menino pijama listrar,livro material literario,1.0
juntar dilatacao,material construcao,1.0
mochila the North face,moda acessorio,1.0
chuveiro eletrico,joia bijuterio,0.1
paes mel embalagem presente,bebida alcoolico,0.1
fantasia policial sexy,bebida alcoolico,0.1
faixa Taekwondo,esporte fitness,1.0
Churrasqueira tramontina,moda acessorio,0.1
onde loja fechadura dobradico,presente viagem,0.1
Chaleira eletrico rapida,eletrodomestico,1.0
cabo reboque reforcar,peca acessorio automotivo,1.0
relogio hublot,brinquedo jogo educativo,0.1
correia dentar,peca acessorio automotivo,1.0
artesanato madeira,item colecao,1.0
pintar,moda acessorio,0.1
bolo pe moleque,comida rapido fastfood,1.0
lanterna cabeca obra,ferramenta equipamento,1.0
tequila reposar,bebida alcoolico,1.0
adesivo time esportivo,item colecao,1.0
calca legging,moda acessorio,0.1
tenis vans,moda acessorio,1.0
impressor canon,eletronico gadget,1.0
