Text1,Text2,Label
alicate corte pequeno,eletrodomestico,0
bolo decorativo tema infantil,fotografia,0
aspirador po,oculo lente,0
guardanapo estampar festa,decoracao festa,1
livro atividade infantil,papelaria escritorio,1
alicate universal,cafe snack,0
replicar trono ferro game of throne,item colecao,1
bebida base cha gelar,oculo lente,0
comprimir zinco,saude bem-estar,1
lixeira aco inox,console jogo,0
pista corrida carrinho,brinquedo jogo educativo,1
relogio pulso unissex,presente viagem,1
armacao oculo premium,livro material literario,0
bicicleta sense,produto alimenticio basico,0
caderno brochuro,produto alimenticio basico,0
cadeira escritorio,eletronico gadget,0
livro didatico matematica,item adulto,0
relogio parede vintager,esporte fitness,0
kit ferramenta dewalt,material construcao,1
livro atividade crianca,item adulto,0
colar prata,joia relogio,1
roupao infantil estampa,item adulto,0
suporte celular,veiculo,0
onde xampu pantene,veiculo,0
onde poder comprar panela eletrico,fotografia,0
estatueta anime japonês,item colecao,1
querer comprar tv oled,saude bem-estar,0
maquina lavar,brinquedo jogo educativo,0
bola futebol adir,saude bem-estar,0
livro receita,ferramenta equipamento,0
fone monitor estudio akgr,instrumento musical,1
labirinto educativo Madeira,brinquedo jogo educativo,1
almofada ortopedico,casa decoracao,1
pao queijo,produto alimenticio basico,1
kit panela antiaderente,item colecao,0
camarao,pescado produto gourmet,1
fantasia Supervilao,item adulto,0
base espacial lego,brinquedo jogo educativo,1
guitarra cort,beleza autocuidado,0
Abajur philips,esporte fitness,0
roteador wi-fi,pescado produto gourmet,0
onde encontro bicicleta novo,joia relogio,0
relogio Franck Muller,joia relogio,1
condicionador,produto alimenticio basico,1
hilux 2012,veiculo,1
vela decorativo Glitter,fotografia,0
suplemento whey gold,moda acessorio,0
preciso carrinho mao urgente,presente viagem,0
equipamento fotografico,decoracao festa,0
patinete eletrico,console jogo,0
prancha stand-up paddle,console jogo,0
comprar copo descartavel,bebida alcoolico,0
chapeu aniversario Infantis,decoracao festa,1
compro ventilador teto,eletronico gadget,0
querer comprar celular samsung barato,material construcao,0
kit maquiagem mac,beleza autocuidado,1
barril chopp,console jogo,0
busco baguete artesanal,padaria confeitaria,1
jogo panela tramontina,papelaria escritorio,0
sabao po omo,veiculo,0
onde poder comprar lente grande angular,fotografia,1
medidor distancia laser,material construcao,1
kit solda,beleza autocuidado,0
procuro perfume importar masculino,padaria confeitaria,0
onde achar pizza congelar quatro queijo,padaria confeitaria,1
calca adir,moda acessorio,1
parafusadeira eletrico,ferramenta equipamento,1
oculo sol luxo,oculo lente,1
Munguza doce canela,cafe snack,1
onde poder comprar cafeteira nespresso,livro material literario,0
onde encontro oculo grau,oculo lente,1
sofa reclinavel,console jogo,0
Atum,produto alimenticio basico,1
coquetel pina colar pronto,bebida alcoolico,1
telefone celular,brinquedo jogo educativo,0
onde encontro aspirador po,fotografia,0
Canivete,esporte fitness,1
celular huawei,brinquedo jogo educativo,0
mesa jantar Madeira,casa decoracao,1
colar ouro quartzo,joia relogio,1
argamassa polimerico,moda acessorio,0
raquete wilson,esporte fitness,1
ferro passar,pescado produto gourmet,0
oculo sol polarizar,oculo lente,1
caranguejo desfiar,pescado produto gourmet,1
roupao,moda acessorio,1
queijo,produto alimenticio basico,1
porta-sabonete liquido decorar,item colecao,0
barbeador eletrico masculino,veiculo,0
Furadeira bancada,ferramenta equipamento,1
preciso pao queijo Fresco,padaria confeitaria,1
pasta organizadoro a4,eletrodomestico,0
onde poder comprar fogao 4 boca,fotografia,0
onde encontro tenis,fotografia,0
borracha,papelaria escritorio,1
protetor solar sundown fps 50,decoracao festa,0
camiseta casual,saude bem-estar,0
boneco funko pop,casa decoracao,0
vela tema floral,decoracao festa,1
onde poder comprar secador cabelo,joia relogio,0
onde comprar blush creme,beleza autocuidado,1
porta vidro temperar,presente viagem,0
colar perola,moda acessorio,0
maquina costura,produto alimenticio basico,0
esposo,decoracao festa,0
refrigerante,produto alimenticio basico,1
plug anal,casa decoracao,0
vinho frances bordeaux,bebida alcoolico,1
onde encontro caixa organizador,fotografia,0
onde comprar tapete grande,eletronico gadget,0
baixo fender 4 corda,instrumento musical,1
camarao,produto alimenticio basico,1
colar perola,eletronico gadget,0
sardinha fresco,pescado produto gourmet,1
pistola cola quente,eletronico gadget,0
avental infantil pintura,item adulto,0
aminoacido essencial essential nutrition,casa decoracao,0
argamassa,papelaria escritorio,0
volvo xc60 hibrido,veiculo,1
tomate,casa decoracao,0
termogenico lipo 6,casa decoracao,0
lata vintager refrigerante famoso,item colecao,1
onde encontro cerveja artesanal ipa,bebida alcoolico,1
cesta piquenique,oculo lente,0
rack console,brinquedo jogo educativo,0
toyota corolla gli,veiculo,1
drone autel,beleza autocuidado,0
cerveja Stout encorpar,bebida alcoolico,1
pacote arroz integral,produto alimenticio basico,1
encordoamento guitarra ernie ball,instrumento musical,1
mesa escritorio,produto alimenticio basico,0
ford ka 2021,papelaria escritorio,0
lapis preto,material construcao,0
tablet amazon fire,eletronico gadget,1
loja material escada aluminio,material construcao,1
peixe guppy,acessorio pet,1
mascara mergulho profissional,eletrodomestico,0
bola volei,bebida alcoolico,0
assento sanitario aquecimento,material construcao,0
camiseta polo masculino,eletrodomestico,0
disco rigido externo 1 tb,acessorio pet,0
perfume frances,beleza autocuidado,1
compro Churrasqueira eletrico,eletronico gadget,0
querer comprar madeira telhado,presente viagem,0
fone cancelamento ruido,eletrodomestico,0
creme antissinal rosto l'oreal,beleza autocuidado,1
bola futebol nike,veiculo,0
anel solitario platina,joia relogio,1
bolo aniversario tema personalizar,decoracao festa,0
procurar barra chocolate premium,doce chocolate,1
onde comprar micro-ondas,fotografia,0
onde poder comprar tenis corrida,joia relogio,0
sapato social masculino,saude bem-estar,0
purificador agua brastemp,casa decoracao,1
disco freio,material construcao,0
perfume chanel,material construcao,0
cadeira gamer,brinquedo jogo educativo,0
kit cultivo flor comestiveis,presente viagem,1
preciso mesa escritorio gaveta,peca acessorio automotivo,0
coquetil pronto festa,bebida alcoolico,1
oculo 3d cinema,oculo lente,1
onde poder comprar secador cabelo,ferramenta equipamento,0
tenis corrida asics,presente viagem,0
j'adore,beleza autocuidado,1
liquidificador,casa decoracao,1
tinta neon arte urbano,material construcao,0
fichario argola divisoria,papelaria escritorio,1
caibro madeira tratar,material construcao,1
cadeira ergonomico gamer,casa decoracao,1
fiat siena seminovo,veiculo,1
folha papel colorir tamanho a4,papelaria escritorio,1
onde kit ferramenta,joia relogio,0
onde encontro luva boxe,padaria confeitaria,0
disco vinil jazz raro,item colecao,1
poder encontrar fechadura porta em este loja,material construcao,1
toalha banho,peca acessorio automotivo,0
bola futebol,beleza autocuidado,0
cabos monitor audio,instrumento musical,1
lacto,doce chocolate,1
pulseira algema,item adulto,1
armacao grau quadrar preta,oculo lente,1
lampada inteligente rgb,acessorio pet,0
base maquiagem mac,acessorio pet,0
carrinho controle remoto,brinquedo jogo educativo,1
Egeo masculino bomb,beleza autocuidado,1
ver pao frances quentinho,instrumento musical,0
pia granito cozinha,presente viagem,0
fritadeira airfryer,moda acessorio,0
vodka sabor limao,bebida alcoolico,1
sapato salto,brinquedo jogo educativo,0
tapete antiderrapante,peca acessorio automotivo,0
fritadeira eletrico,eletronico gadget,1
travesseiro viscoelastico,item colecao,0
limao,beleza autocuidado,0
ventilador mesa arno,saude bem-estar,0
cadeira escritorio,casa decoracao,1
ferramenta multifuncional leatherman,esporte fitness,0
action figure personagem jogo,console jogo,1
relogio luxo cravejar diamante,joia relogio,1
controle dualshock 4 ps4,console jogo,1
preciso alicate universal,material construcao,1
Bugatti chiron pur sport,veiculo,1
grill eletrico,console jogo,0
mortadela defumar,pescado produto gourmet,0
blusa zar,moda acessorio,1
smartwatch amazfit,item colecao,0
cupcakes tematico,joia relogio,0
kit semente,presente viagem,1
balanca digital,casa decoracao,1
fone bluetooth,eletronico gadget,1
onde encontro forno eletrico,brinquedo jogo educativo,0
baloe decorativo personalizar,decoracao festa,1
cafeteira expresso,eletronico gadget,1
cadeira balanco,console jogo,0
preco botijao gas barato,instrumento musical,0
trena 5 metro,ferramenta equipamento,1
racao gourmet gato,acessorio pet,1
aquecedor portatil,acessorio pet,0
micro-ondas electrolux,livro material literario,0
onde poder comprar televisao 55 polegada,joia relogio,0
som jbl,moda acessorio,0
filtro agua torneira,beleza autocuidado,0
fantoche animal teatro,brinquedo jogo educativo,1
capa xbox serie premium,console jogo,1
vodka saborizar,fotografia,0
onde loja material drenagem,presente viagem,0
cafeina black skull,papelaria escritorio,0
cadeira praia mor,papelaria escritorio,0
Caixa organizador plastico,eletrodomestico,0
creme hidratante nivea,saude bem-estar,1
tenis nike air forcer 1,moda acessorio,1
lanterna traseiro saveiro,peca acessorio automotivo,1
pneu bicicleta aro 29,item adulto,0
truta,peca acessorio automotivo,0
raquete tenis,esporte fitness,1
cortina Blackout,beleza autocuidado,0
cadeira balanco madeira,item colecao,0
livro receita fit,cafe snack,0
vela decorativo bolo,decoracao festa,1
oleo corporal beijavel,item adulto,1
coleira pra cachorro onde encontro,acessorio pet,1
livro game of throne,livro material literario,1
camisa polo,moda acessorio,1
controle xbox elite series 2,console jogo,1
mochila nike,brinquedo jogo educativo,0
preciso jogo panela,casa decoracao,1
tablet 10 polegada,eletronico gadget,1
kit panela antiaderente vender,livro material literario,0
ventilador arno,eletronico gadget,1
pulseira ouro esmeralda,joia relogio,1
bolsa feminino,produto alimenticio basico,0
fantasia erotico policial,item adulto,1
cama box casal ortobom,livro material literario,0
relogio bolso,item colecao,1
maquina lavar roupa lg,eletronico gadget,1
peixe guppy,beleza autocuidado,0
tenis skate adolescente,eletrodomestico,0
lanterna tatico militar,saude bem-estar,0
jaqueta columbio,papelaria escritorio,0
canaleta pvc,material construcao,1
pa,beleza autocuidado,0
caneta gel colorir,item adulto,0
teclado musical casio,saude bem-estar,0
estante livro compacta,item colecao,0
onde encontro ventilador,fotografia,0
tenis corrida masculino 42,papelaria escritorio,0
colchao inflavel piscina,item adulto,0
telha,produto alimenticio basico,0
onde encontro bicicleta novo,joia relogio,0
paum integral,produto alimenticio basico,1
placa identificacao automotiva,peca acessorio automotivo,1
cadeira escritorio cavaletti,papelaria escritorio,0
guarda-sol portatil,item colecao,0
ar-condicionado split lg,acessorio pet,0
boia inflavel piscina,item colecao,0
caderno decorar,item adulto,0
vaso suculenta variar,presente viagem,1
livro filho eterno,livro material literario,1
impressora brother,casa decoracao,0
trena digital precisaor,veiculo,0
colchao casal,bebida alcoolico,0
vaso barro artesanal,casa decoracao,0
arranjo flor tropical,presente viagem,1
ford bronco Wildtrak,veiculo,1
tijolo baiano,papelaria escritorio,0
colchao Casal,pescado produto gourmet,0
jogo panela tramontina,instrumento musical,0
alicate eletricista,ferramenta equipamento,1
ferro galvanizar,material construcao,1
playstation 5,eletronico gadget,1
espremedor fruta,eletronico gadget,1
bolo fuba coco,cafe snack,1
tenis vans,produto alimenticio basico,0
caneca termico,casa decoracao,1
frigideira antiaderente,saude bem-estar,0
pistola pulverizador,material construcao,1
cortador grama promocao,doce chocolate,0
capa banco carro,peca acessorio automotivo,1
Azeitona,produto alimenticio basico,0
tritao chine,casa decoracao,0
berco,papelaria escritorio,0
gin hibisco,bebida alcoolico,1
piscina cao,acessorio pet,1
onde encontro guitarra eletrico,instrumento musical,1
notebook asus,papelaria escritorio,0
jaqueta,moda acessorio,1
torradeira inox,eletrodomestico,1
controle elite series 2 xbox,console jogo,1
perfume gato,acessorio pet,1
bicicleta infantil aro 20,veiculo,0
bandeirinha colorir festa junina,decoracao festa,1
liquidificador philips,oculo lente,0
compro travessa vidro,eletronico gadget,0
anel ouro branco rubi,joia relogio,1
patim in-line adulto,eletrodomestico,0
pascoa,casa decoracao,0
cha verde sache,saude bem-estar,1
onde comprar lava seca,eletrodomestico,1
Relogio garmin forerunner,decoracao festa,0
jaquetas jeans,brinquedo jogo educativo,0
caneca termico Stanley,esporte fitness,0
pompoarismo iniciante,item adulto,1
jogo cama 100 algodao,eletrodomestico,0
whisky Black label,peca acessorio automotivo,0
oculo sol espelhar,oculo lente,1
alicate corte,cafe snack,0
camiseta estampa dinossauro,item adulto,0
sorvete seriguelo,cafe snack,1
sacola termico,ferramenta equipamento,0
mochila viagem,beleza autocuidado,0
pintura corporal,beleza autocuidado,0
fantasia super-heroi,decoracao festa,1
paralama traseiro,peca acessorio automotivo,1
argamassa ceramico encontro aqui,material construcao,1
lapis cor biodegradavel,papelaria escritorio,1
cozinha americano,produto alimenticio basico,0
tablet amazon,livro material literario,0
shampoo anticaspa,pescado produto gourmet,0
cadeira Gaming,brinquedo jogo educativo,0
bola futebol nike,decoracao festa,0
smartwatch ticwatch,eletronico gadget,1
livro receita,brinquedo jogo educativo,0
aspirador po Electrolux,esporte fitness,0
cachecol zarar,moda acessorio,1
protese silicone macio,item adulto,1
teclado rgb,eletronico gadget,1
dinossauro robotico andar,brinquedo jogo educativo,1
peixe molinesia,acessorio pet,1
flor lavanda fresco,presente viagem,1
teclado mecanico gamer,acessorio pet,0
cerveja artesanal importar,padaria confeitaria,0
computador acer,eletronico gadget,1
romance policial,oculo lente,0
escovar alisador,oculo lente,0
onde encontrar camera fotografico,fotografia,1
hilux 2018,veiculo,1
mochila laptop gamer,papelaria escritorio,0
guarda-roupa,produto alimenticio basico,0
cacador dragoes,livro material literario,1
jogo panela antiaderente,console jogo,0
onde comprar pulseira diamante,joia relogio,1
File alcatra,pescado produto gourmet,0
espresso descafeinar,cafe snack,1
shaker suplemento,esporte fitness,1
guarda-chuva vogue,eletronico gadget,0
tabletr apple ipad pro,esporte fitness,0
whey protein gold standard,brinquedo jogo educativo,0
parafuso,cafe snack,0
mochila personagem animar,item adulto,0
kit ferramenta,ferramenta equipamento,1
oculo grau design moderno,oculo lente,1
cafe mochar chantilly,cafe snack,1
filtro combustivel,peca acessorio automotivo,1
guitarra ibanez,instrumento musical,1
tenis esportivo nike,padaria confeitaria,0
churrasqueira eletrico,peca acessorio automotivo,0
teclado mecanico corsair,console jogo,1
cartaz vintager propaganda antigo,item colecao,1
refrigerador duplex electrolux,decoracao festa,0
geladeira frost Free brastemp,esporte fitness,0
fogao,casa decoracao,0
agasalho,produto alimenticio basico,0
maquina lavar electrolux,eletronico gadget,1
chave fenda bosch,ferramenta equipamento,1
chave roda,ferramenta equipamento,1
vinho tinto seco,fotografia,0
sabonete,saude bem-estar,0
oculo leitura tamanho compacto,oculo lente,1
estatueta personagem game,item colecao,1
onde encontro kit limpeza camera,fotografia,1
arroz 5 kg,produto alimenticio basico,1
tablet Samsung,padaria confeitaria,0
tartaruga tigre d'aguar,papelaria escritorio,0
suplemento vitaminico,saude bem-estar,1
faixa alongamento,esporte fitness,1
tablet lg,eletronico gadget,1
jardim vertical,moda acessorio,0
geladeira side by side,eletrodomestico,1
broca concreto,beleza autocuidado,0
tabletr ipad,instrumento musical,0
televisao philips,brinquedo jogo educativo,0
shampoo pantene,saude bem-estar,1
placa boas-vinda personalizado,decoracao festa,1
teclado musical,esporte fitness,0
protetor auricular musico,instrumento musical,1
rebolo pagode gope,instrumento musical,1
correia dentar contitech saveiro,peca acessorio automotivo,1
mascara monstro,decoracao festa,1
kit lamina barbear,beleza autocuidado,1
lente 35 mm Sigma,fotografia,1
bomba encher pneu portatil,console jogo,0
mochila,beleza autocuidado,0
colar perola natural,joia relogio,1
onde poder comprar abajur,ferramenta equipamento,0
gin tanqueray promocao,bebida alcoolico,1
sidra artesanal maca verde,bebida alcoolico,1
pre-hormonal m-stak,brinquedo jogo educativo,0
rolo fita adesiva,peca acessorio automotivo,0
pao preto,padaria confeitaria,1
lenco umedecir pet,acessorio pet,1
passaro diamante mandarim,moda acessorio,0
ps5 horizon forbidden West,console jogo,1
relogio iwc schaffhausen,joia relogio,1
adesivo decorativo carro,peca acessorio automotivo,1
suporte headset gamer,console jogo,1
Bayonetta 3 nintendo switch,console jogo,1
notebook alienware,casa decoracao,0
onde encontro secador cabelo,joia relogio,0
onde vender pizza marguerita congelar,padaria confeitaria,1
chapeu,eletronico gadget,0
fogao industrial,papelaria escritorio,0
placa decorativo retro,item colecao,1
bicicleta eletrico urbano,esporte fitness,0
lencois cetim king size,item colecao,0
filtro lente camera,bebida alcoolico,0
fone ouvir,brinquedo jogo educativo,0
procurar confeito colorir,doce chocolate,1
bolo red velvet,cafe snack,1
Caixa ferramenta,presente viagem,0
armacao grau fino,oculo lente,1
estojo barato pra menino,papelaria escritorio,1
kit barbear gillette,acessorio pet,0
ventilador coluna potente,eletrodomestico,1
parafusadeira,brinquedo jogo educativo,0
travesseiro viscoelastico,casa decoracao,1
boneca pano,brinquedo jogo educativo,1
monitor gamer dell S2721dgf,console jogo,1
bola volei mikasa,esporte fitness,1
colchao Casal,console jogo,0
luminario mesa led,item colecao,0
periquito australiano,acessorio pet,1
camera,eletronico gadget,1
carregador notebook vender,cafe snack,0
microfone shotgun,fotografia,1
batom,beleza autocuidado,1
moto yamahar tenere 700,padaria confeitaria,0
caderno desenho capa durar,papelaria escritorio,1
sonic frontier xbox serie,console jogo,1
camisa esportivo,material construcao,0
procuro material fundacao,presente viagem,0
tenis casual adir,esporte fitness,0
mini climatizador portatil,eletrodomestico,1
onde encontro Smartphone,joia relogio,0
rolo massa,papelaria escritorio,0
arranhador gato,casa decoracao,0
nintendo switch online 1 ano,console jogo,1
chocolate branco perto eu,doce chocolate,1
relogio rolex,joia relogio,1
sela cavalo,esporte fitness,1
pulseira pingente ouro,joia relogio,1
fita adesiva decorativar,papelaria escritorio,1
conjunto panela tramontina,livro material literario,0
laptop dell,instrumento musical,0
onde compro caneca personalizar,item colecao,1
garrafa termico Stanley,brinquedo jogo educativo,0
telha ceramica em este loja,material construcao,1
shampoo matizador loira,beleza autocuidado,1
planta artificial decorativa,presente viagem,0
Egeo bomb Black,beleza autocuidado,1
roupa zaro,moda acessorio,1
livro lar srta peregrine crianca peculiar,livro material literario,1
violao acustico yamaha,saude bem-estar,0
bateria celular,eletronico gadget,1
squeeze aluminio personalizar,presente viagem,1
caneta,papelaria escritorio,1
jogo the legend of zelda breath of the Wild,console jogo,1
cimbalo orquestra Sabian,instrumento musical,1
onde comprar lustre moderno,eletronico gadget,0
edredom king size,acessorio pet,0
tenis casual puma,bebida alcoolico,0
almofar estampa animal,item adulto,0
comprimir probiotico,saude bem-estar,1
jogo domino educativo,brinquedo jogo educativo,1
Samsung galaxy a54,eletronico gadget,1
racao tartaruga,eletronico gadget,0
livro coracao treva,livro material literario,1
areiar gato,material construcao,0
ventilador teto arno,acessorio pet,0
whey isolar iso100,moda acessorio,0
mochila,moda acessorio,1
placa captura elgato hd60,console jogo,1
carregador celular,eletronico gadget,1
palheta personalizado foto,instrumento musical,1
trator brinquedo,item adulto,0
tinta quadro branco azul,papelaria escritorio,1
colar perola akoya,joia relogio,1
moletom nike,produto alimenticio basico,0
onde encontro ventilador teto,casa decoracao,1
pulseira ouro,joia relogio,1
plaquinha photo booth,decoracao festa,1
oleo motor sintetico,peca acessorio automotivo,1
bolsa couro feminino,eletrodomestico,0
cabide veludo antideslizante,veiculo,0
violao,instrumento musical,1
tenis esportivo,moda acessorio,1
hilux 2012,papelaria escritorio,0
camera instantanea polaroid,acessorio pet,0
relogio classico,produto alimenticio basico,0
bateria litio dslr,fotografia,1
bola interativo caes,acessorio pet,1
afinador profissional peterson,instrumento musical,1
pao hot dog,padaria confeitaria,1
milkshake fruta vermelho,cafe snack,1
bolo tematico infantil,padaria confeitaria,1
akita,acessorio pet,1
onde encontro assadeira grande,acessorio pet,0
vinho neozelandes,brinquedo jogo educativo,0
onde achar tapete persa,doce chocolate,0
honda cb 500x,veiculo,1
creme dental pet,acessorio pet,1
shampoo cachorro,acessorio pet,1
jaqueta couro inverno encontro aqui,material construcao,0
jogo montar robo,brinquedo jogo educativo,1
kit cha presente,presente viagem,1
jaleco,eletronico gadget,0
tapete antiderrapante,console jogo,0
lanterna emergencia carro,peca acessorio automotivo,1
copo termico,beleza autocuidado,0
volante logitech G29 ps5,console jogo,1
livro alquimista,casa decoracao,0
onde compro mochila escolar resistente,papelaria escritorio,1
aqui vender pizza vegetariano congelar,padaria confeitaria,1
bacalhau lasca,pescado produto gourmet,1
Smartphone,eletronico gadget,1
gin nacional artesanal,bebida alcoolico,1
freezer,ferramenta equipamento,0
pao Multigraos,padaria confeitaria,1
kit ferramenta infantil,brinquedo jogo educativo,1
tapete persa,produto alimenticio basico,0
onde espelho grande,fotografia,0
lancheira compartimento,item adulto,0
livro poder habito Charles Duhigg,livro material literario,1
baloe festa tematico,decoracao festa,1
placa video,casa decoracao,0
smart speaker google em est,item colecao,0
vitamina c,saude bem-estar,1
tabua passar roupa,material construcao,0
desodorante ambiente eletrico,eletrodomestico,1
chinelo rider,livro material literario,0
chave catraco manual onde vender,ferramenta equipamento,1
sofa retratilr,beleza autocuidado,0
vela aromatico,casa decoracao,1
fogao lenha,esporte fitness,1
onde achar ar-condicionado split inverter,padaria confeitaria,0
canetinha colorido durar,papelaria escritorio,1
escapamento esportivo,peca acessorio automotivo,1
moeda antigo prata,item colecao,1
encontro oculo sol ray-ban em este loja,decoracao festa,0
suporte monitor duplo,moda acessorio,0
fralda pamper,produto alimenticio basico,1
Smartphone vivar,padaria confeitaria,0
sabonete liquido pele sensivel,beleza autocuidado,1
casinha montar crianca,brinquedo jogo educativo,1
sofa couro,beleza autocuidado,0
quadro branco,beleza autocuidado,0
gaiola passaro,casa decoracao,0
violao takamine,instrumento musical,1
console playstation,brinquedo jogo educativo,0
livro menino pijama listrar,livro material literario,1
juntar dilatacao,material construcao,1
mochila the North face,moda acessorio,1
chuveiro eletrico,joia relogio,0
paes mel embalagem presente,bebida alcoolico,0
fantasia policial sexy,bebida alcoolico,0
faixa Taekwondo,esporte fitness,1
Churrasqueira tramontina,moda acessorio,0
onde loja fechadura dobradico,presente viagem,0
Chaleira eletrico rapida,eletrodomestico,1
cabo reboque reforcar,peca acessorio automotivo,1
relogio hublot,brinquedo jogo educativo,0
correia dentar,peca acessorio automotivo,1
artesanato madeira,item colecao,1
pintar,moda acessorio,0
bolo pe moleque,cafe snack,1
lanterna cabeca obra,ferramenta equipamento,1
tequila reposar,bebida alcoolico,1
adesivo time esportivo,item colecao,1
calca legging,moda acessorio,0
tenis vans,moda acessorio,1
impressor canon,eletronico gadget,1
panela eletrico multifuncional,eletrodomestico,1
vodka importar,bebida alcoolico,1
colete prova bala,moda acessorio,0
cueca abertura frontal,item adulto,1
volante logitech g923,console jogo,1
cartao ninter eshop 100 real,console jogo,1
quadro sala,pescado produto gourmet,0
onde encontro churrasqueira,joia relogio,0
televisao Samsung,eletronico gadget,1
esmalte unha,peca acessorio automotivo,0
relogio rolex,beleza autocuidado,0
capacete,esporte fitness,1
tablet amazon,papelaria escritorio,0
kit fazer conta,brinquedo jogo educativo,1
guitarra eletrico,papelaria escritorio,0
chave biela kit,ferramenta equipamento,1
onde encontro estante tv,fotografia,0
quadro decorativo sala,item colecao,0
cadeira gamer dxracer,oculo lente,0
Black opium,beleza autocuidado,1
carne,produto alimenticio basico,1
cesta tematico mesa,decoracao festa,1
suporte talher,eletronico gadget,0
jogo porca,material construcao,0
bateria acustico,produto alimenticio basico,0
colar Riviera diamante,joia relogio,1
jogo panela antiaderente,cafe snack,0
orquidea phalaenopsi,presente viagem,1
tenis corrida,moda acessorio,1
gel menta estimulante,item adulto,1
colirio hidratar olho,oculo lente,1
onde encontro trena medicao,material construcao,1
vela aromatico lavanda,presente viagem,1
tenis vans,papelaria escritorio,0
tv oled 65 polegada,eletrodomestico,1
Merluza,casa decoracao,0
violao,casa decoracao,0
marcador nao borrer papel,papelaria escritorio,1
roupao banho unissex,veiculo,0
controle remoto,console jogo,1
onde encontro sorvete magnum,cafe snack,1
cesto roupa,ferramenta equipamento,0
arranjo girassois,presente viagem,1
coleira cao,acessorio pet,1
Maserati levante trofeo,veiculo,1
torar 2021,veiculo,1
oculo sol infantil,oculo lente,1
onde encontro tablet,fotografia,0
base liquer ruby rose pele oleoso,beleza autocuidado,1
onde encontro maquina costura,ferramenta equipamento,0
pizza pepperoni em este loja,padaria confeitaria,1
ring fit adventure switch,console jogo,1
encontro tapume Madeira aqui,material construcao,1
livro crime castigo,livro material literario,1
onde encontro panela pressao,joia relogio,0
moto bmw r 1250 gs,beleza autocuidado,0
exaustor cozinha,eletrodomestico,1
tenis nike air max original novo,instrumento musical,0
onde poder comprar livro receita,fotografia,0
mexilhao,eletronico gadget,0
perfume,papelaria escritorio,0
cajar caminhada,esporte fitness,1
oculo sol uv400,oculo lente,1
nivel bolha 1 m,material construcao,1
Baralho infantil desenho,brinquedo jogo educativo,1
onde poder comprar camera fotografico,joia relogio,0
meia,padaria confeitaria,0
relogio parede vintager,saude bem-estar,0
maquina lavar roupa electrolux,eletronico gadget,1
sapato couro,moda acessorio,1
fazer venda lampada led aqui,livro material literario,0
Smartphone Samsung galaxy a54,decoracao festa,0
licor cafe,cafe snack,0
livro capitaes areia,casa decoracao,0
Martelo,material construcao,1
aspirador po dyson,brinquedo jogo educativo,0
onde encontro cadeira praia bolsa termico,doce chocolate,0
churrasqueira eletrico,decoracao festa,0
caneta tinteiro classico,eletrodomestico,0
onde aquario marino led,acessorio pet,1
smartwatch apple,peca acessorio automotivo,0
jaqueta,brinquedo jogo educativo,0
massajador,item adulto,1
cobertor pelucia,moda acessorio,0
guarda-chuva vogue,moda acessorio,1
massa pizza artesanal,padaria confeitaria,1
Bonsai,material construcao,1
